,variable,value,entry_pressure,basal_shear_stress,basal_melt_rate,fringe_heave_rate,fringe_growth_rate,fringe_thickness,fringe_sedflux,dispersed_layer_thickness,dispersed_layer_growth_rate,dispersed_sedflux
102,cluster_volume_fraction,0.366666666667,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481731908192,1.52810025592e-10,3251.69038029
103,cluster_volume_fraction,0.433333333333,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481731541753,1.52809909354e-10,3251.68790683
104,cluster_volume_fraction,0.5,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481730836142,1.52809685528e-10,3251.68314396
105,cluster_volume_fraction,0.566666666667,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481729417489,1.52809235517e-10,3251.67356805
106,cluster_volume_fraction,0.633333333333,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481726363097,1.52808266634e-10,3251.6529509
107,cluster_volume_fraction,0.7,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481719065998,1.52805951924e-10,3251.60369549
108,cluster_volume_fraction,0.766666666667,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.48169857107,1.52799450734e-10,3251.46535472
109,cluster_volume_fraction,0.833333333333,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481622982671,1.52775473362e-10,3250.95513303
110,cluster_volume_fraction,0.9,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.481142601793,1.52623091897e-10,3247.7125621
111,critical_depth,0.1,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,48.1725894851,1.52808118102e-08,325164.979025
112,critical_depth,11.2,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.430112406117,1.36435819734e-10,2903.25874129
113,critical_depth,22.3,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.216020580651,6.85238197768e-11,1458.13891939
114,critical_depth,33.4,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.144229309836,4.57509335636e-11,973.547841391
115,critical_depth,44.5,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.108253010079,3.43389029443e-11,730.707818033
116,critical_depth,55.6,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.0866413479948,2.74834744788e-11,584.829098965
117,critical_depth,66.7,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.0722227728412,2.29097628339e-11,487.503716678
118,critical_depth,77.8,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.0619184954821,1.96411462856e-11,417.949844504
119,critical_depth,88.9,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.054187389747,1.71887646909e-11,365.764880793
120,critical_depth,100.0,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.7380543e-22,0.53013925113,42941.2793415,0.0481727959876,1.52808118102e-11,325.166372916
