,variable,value,entry_pressure,basal_shear_stress,basal_melt_rate,fringe_heave_rate,fringe_growth_rate,fringe_thickness,fringe_sedflux,dispersed_layer_thickness,dispersed_layer_growth_rate,dispersed_sedflux
28,sliding_velocity_x,35.2142057556,68000.0,54835.6452296,3.956888991e-10,-3.956888991e-10,1.72786688216e-22,0.659882559863,37644.3291849,1.20677480295,1.53077650643e-10,5736.90818861
29,sliding_velocity_x,46.5398242972,68000.0,56255.8070353,4.66783365548e-10,-4.66783365549e-10,1.71717676076e-22,0.556021054577,41920.9379406,1.20541089121,1.52871582647e-10,7573.44749616
30,sliding_velocity_x,61.5079965354,68000.0,57494.6073466,5.61788484652e-10,-5.61788484652e-10,8.26655106963e-23,0.45825908171,45662.2887764,1.20344310717,1.52595825142e-10,9992.88555296
31,sliding_velocity_x,81.2902432471,68000.0,58551.5964786,6.88355591422e-10,-6.88355591422e-10,8.14721576624e-23,0.369934126337,48716.6968868,1.20069482446,1.52227774253e-10,13176.6445367
32,sliding_velocity_x,107.434870576,68000.0,59435.205915,8.56561262284e-10,-8.56561262284e-10,8.52209731394e-23,0.29293636675,50983.960651,1.1969367415,1.51737432641e-10,17360.020428
33,sliding_velocity_x,141.988152017,68000.0,60160.4844015,1.07969829971e-09,-1.07969829971e-09,3.26836658451e-23,0.227800611306,52398.8802809,1.19186322839,1.51084831309e-10,22846.1117296
34,sliding_velocity_x,187.65448504,68000.0,60746.4226528,1.37532228759e-09,-1.37532228759e-09,3.14032532671e-23,0.174034539579,52906.5462843,1.18506188181,1.50216493224e-10,30021.5939182
35,sliding_velocity_x,248.0080574,68000.0,61213.4770928,1.76663337676e-09,-1.76663337676e-09,3.231533557e-23,0.130510614093,52435.6478717,1.17597360468,1.49060545289e-10,39372.8754488
36,sliding_velocity_x,327.772589727,68000.0,61581.6590955,2.28429968354e-09,-2.28429968354e-09,-4.20564607578e-24,0.0958062263037,50872.3009501,1.16383834364,1.47519889589e-10,51499.031569
37,sliding_velocity_x,433.191049123,68000.0,61869.2971211,2.96886401737e-09,-2.96886401737e-09,8.91516822538e-24,0.0684461292387,48033.405864,1.14761905729,1.454625453e-10,67113.6709617
38,sliding_velocity_x,572.514270326,68000.0,62092.3996211,3.87392197889e-09,-3.87392197889e-09,0.0,0.0470484251108,43636.1495311,1.12589304171,1.42707826682e-10,87019.6274872
39,sliding_velocity_x,756.646727559,68000.0,62264.465654,5.07032026062e-09,-5.07032026062e-09,-1.11620585071e-23,0.030396206347,37258.6879016,1.09669510511,1.39006416769e-10,112024.452926
40,sliding_velocity_x,1000.0,68000.0,62396.5820594,6.65170401298e-09,-6.65170401298e-09,9.94392566403e-23,0.0174605541681,28286.0977523,1.05729267719,1.34011823406e-10,142734.511421
41,basal_shear_stress,50000.0,68000.0,50000.0,4.545606003e-10,-4.545606003e-10,1.64204726735e-22,0.571564902868,46296.7571323,1.20565403983,1.5290702797e-10,8138.16476885
42,basal_shear_stress,52631.5789474,68000.0,52631.5789474,4.68174292081e-10,-4.68174292081e-10,1.70809531371e-22,0.554303623209,44898.5934799,1.20538303881,1.52867548578e-10,8136.33551199
43,basal_shear_stress,55263.1578947,68000.0,55263.1578947,4.81787983863e-10,-4.81787983863e-10,1.72805409046e-22,0.538017691363,43579.4330004,1.20510860767,1.52828060161e-10,8134.48310174
44,basal_shear_stress,57894.7368421,68000.0,57894.7368421,4.95401675644e-10,-4.95401675644e-10,1.70180398391e-22,0.522626699336,42332.7626462,1.20483110906,1.52788562717e-10,8132.60998616
45,basal_shear_stress,60526.3157895,68000.0,60526.3157895,5.09015367426e-10,-5.09015367426e-10,1.72179435721e-22,0.508058841225,41152.7661393,1.20455085796,1.52749056248e-10,8130.7182912
46,basal_shear_stress,63157.8947368,68000.0,63157.8947368,5.22629059208e-10,-5.22629059208e-10,7.68995305996e-23,0.494249792871,40034.2332225,1.20426812892,1.52709540752e-10,8128.80987024
47,basal_shear_stress,65789.4736842,68000.0,65789.4736842,5.36242750989e-10,-5.36242750989e-10,8.62395426714e-23,0.481141762146,38972.4827338,1.20398316223,1.52670016229e-10,8126.88634505
48,basal_shear_stress,68421.0526316,68000.0,68421.0526316,5.49856442771e-10,-5.49856442771e-10,8.35303971757e-23,0.468682680341,37963.2971076,1.20369616884,1.5263048268e-10,8124.94913969
49,basal_shear_stress,71052.6315789,68000.0,71052.6315789,5.63470134553e-10,-5.63470134553e-10,8.7319064471e-23,0.456825510759,37002.8663715,1.20340733463,1.52590940103e-10,8122.99950874
50,basal_shear_stress,73684.2105263,68000.0,73684.2105263,5.77083826334e-10,-5.77083826334e-10,7.71683369343e-23,0.44552765518,36087.7400695,1.20311682385,1.52551388499e-10,8121.03856096
51,basal_shear_stress,76315.7894737,68000.0,76315.7894737,5.90697518116e-10,-5.90697518116e-10,8.09581872527e-23,0.434750442394,35214.7858339,1.20282478211,1.52511827867e-10,8119.06727923
52,basal_shear_stress,78947.3684211,68000.0,78947.3684211,6.04311209898e-10,-6.04311209898e-10,7.91665228954e-23,0.424458685874,34381.1535558,1.20253133886,1.52472258207e-10,8117.08653728
53,basal_shear_stress,81578.9473684,68000.0,81578.9473684,6.17924901679e-10,-6.17924901679e-10,8.48292855105e-23,0.414620299912,33584.2442928,1.20223660947,1.52432679519e-10,8115.09711393
54,basal_shear_stress,84210.5263158,68000.0,84210.5263158,6.31538593461e-10,-6.31538593461e-10,7.83729377594e-23,0.405205965408,32821.6831981,1.20194069707,1.52393091803e-10,8113.09970526
55,basal_shear_stress,86842.1052632,68000.0,86842.1052632,6.45152285243e-10,-6.45152285243e-10,8.31112709602e-23,0.396188837974,32091.2958759,1.20164369406,1.52353495058e-10,8111.09493489
56,basal_shear_stress,89473.6842105,68000.0,89473.6842105,6.58765977024e-10,-6.58765977024e-10,7.66421186038e-23,0.387544292225,31391.0876703,1.20134568339,1.52313889284e-10,8109.08336287
57,basal_shear_stress,92105.2631579,68000.0,92105.2631579,6.72379668806e-10,-6.72379668806e-10,8.79358349129e-23,0.379249697141,30719.2254684,1.20104673975,1.52274274482e-10,8107.06549334
58,basal_shear_stress,94736.8421053,68000.0,94736.8421053,6.85993360588e-10,-6.85993360588e-10,8.33322469009e-23,0.371284218171,30074.0216718,1.20074693053,1.5223465065e-10,8105.04178107
59,basal_shear_stress,97368.4210526,68000.0,97368.4210526,6.99607052369e-10,-6.99607052369e-10,7.59090947306e-23,0.363628642448,29453.9200383,1.20044631661,1.52195017789e-10,8103.01263714
60,basal_shear_stress,100000.0,68000.0,100000.0,7.13220744151e-10,-7.13220744151e-10,8.06665744718e-23,0.356265224018,28857.4831454,1.20014495318,1.52155375899e-10,8100.97843394
61,till_grain_radius,5e-06,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.67820895066e-22,0.551766823522,44693.1127053,1.21495005684,1.54069156673e-10,8200.91288364
62,till_grain_radius,3.10526315789e-05,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.75350906487e-22,0.538890109721,43650.0988874,1.20940713711,1.53369180109e-10,8163.49817547
63,till_grain_radius,5.71052631579e-05,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,1.73957761653e-22,0.507140638003,41078.3916782,1.19329151159,1.51331054019e-10,8054.7177032
64,till_grain_radius,8.31578947368e-05,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,8.40013746966e-23,0.455857014787,36924.4181977,1.16727286259,1.48035616403e-10,7879.09182245
65,till_grain_radius,0.000109210526316,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,8.78759183349e-23,0.38399271597,31103.4099936,1.13087779942,1.43417138702e-10,7633.42514607
66,till_grain_radius,0.000135263157895,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,7.93114439667e-23,0.290150234213,23502.1689712,1.08344109769,1.37386032394e-10,7313.22740938
67,till_grain_radius,0.000161315789474,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,3.77114441968e-23,0.172691086281,13987.9779887,1.02413120063,1.29837054124e-10,6912.88560424
68,till_grain_radius,0.000187368421053,68000.0,56591.9039003,4.88661856522e-10,-4.88661856522e-10,0.0,0.0300147954125,2431.19842841,0.952003565929,1.20667364031e-10,6426.02407002
69,till_grain_radius,0.000213421052632,68000.0,56591.9039003,4.88661856522e-10,-3.96773474707e-10,-0.000326470786439,1e-06,0.081,0.936794074043,1.18738412324e-10,6323.35999979
70,till_grain_radius,0.000239473684211,68000.0,56591.9039003,4.88661856522e-10,-3.1513859526e-10,-0.000616511842422,1e-06,0.081,0.93679416395,1.18738423723e-10,6323.36060666
71,till_grain_radius,0.000265526315789,68000.0,56591.9039003,4.88661856522e-10,-2.56331557264e-10,-0.00082544772271,1e-06,0.081,0.936794228728,1.18738431935e-10,6323.36104392
72,till_grain_radius,0.000291578947368,68000.0,56591.9039003,4.88661856522e-10,-2.12571437389e-10,-0.000980923316775,1e-06,0.081,0.936794276935,1.18738438046e-10,6323.36136931
73,till_grain_radius,0.000317631578947,68000.0,56591.9039003,4.88661856522e-10,-1.79130651848e-10,-0.00109973528559,1e-06,0.081,0.936794313775,1.18738442716e-10,6323.36161798
74,till_grain_radius,0.000343684210526,68000.0,56591.9039003,4.88661856522e-10,-1.5300235147e-10,-0.00119256668173,1e-06,0.081,0.936794342559,1.18738446364e-10,6323.36181227
75,till_grain_radius,0.000369736842105,68000.0,56591.9039003,4.88661856522e-10,-1.32200111403e-10,-0.00126647508604,1e-06,0.081,0.936794365476,1.18738449269e-10,6323.36196696
76,till_grain_radius,0.000395789473684,68000.0,56591.9039003,4.88661856522e-10,-1.15368914233e-10,-0.00132627474806,1e-06,0.081,0.936794384018,1.1873845162e-10,6323.36209212
77,till_grain_radius,0.000421842105263,68000.0,56591.9039003,4.88661856522e-10,-1.01558771777e-10,-0.00137534088656,1e-06,0.081,0.936794399232,1.18738453548e-10,6323.36219482
78,till_grain_radius,0.000447894736842,68000.0,56591.9039003,4.88661856522e-10,-9.00876750326e-11,-0.00141609661543,1e-06,0.081,0.93679441187,1.1873845515e-10,6323.36228012
79,till_grain_radius,0.000473947368421,68000.0,56591.9039003,4.88661856522e-10,-8.04557466339e-11,-0.00145031795198,1e-06,0.081,0.936794422481,1.18738456495e-10,6323.36235175
80,till_grain_radius,0.0005,68000.0,56591.9039003,4.88661856522e-10,-7.22898456111e-11,-0.00147933063102,1e-06,0.081,0.936794431477,1.18738457635e-10,6323.36241247
81,friction_angle,15.0,68000.0,24267.0806336,3.21438987799e-10,-3.21438987799e-10,1.71985672517e-22,0.817394846683,66208.9825813,1.20799282115,1.53292601997e-10,8153.95154273
82,friction_angle,16.3157894737,68000.0,26510.4396377,3.33044339053e-10,-3.33044339053e-10,1.72567886463e-22,0.788145067036,63839.7504299,1.20782398201,1.53259022537e-10,8152.81187856
83,friction_angle,17.6315789474,68000.0,28784.1690459,3.44806802569e-10,-3.44806802569e-10,1.7452695909e-22,0.760508274179,61601.1702085,1.20764312451,1.5322498179e-10,8151.59109041
84,friction_angle,18.9473684211,68000.0,31091.3394763,3.56742263278e-10,-3.56742263278e-10,1.73740406641e-22,0.734327742107,59480.5471106,1.20745088029,1.53190433502e-10,8150.29344193
85,friction_angle,20.2631578947,68000.0,33435.1842413,3.68867447759e-10,-3.68867447759e-10,1.73413594188e-22,0.709465763537,57466.7268465,1.20724771487,1.53155328939e-10,8148.9220754
86,friction_angle,21.5789473684,68000.0,35819.1189997,3.8120002591e-10,-3.8120002591e-10,1.75384239091e-22,0.685800816404,55549.8661287,1.20703395059,1.53119616592e-10,8147.4791665
87,friction_angle,22.8947368421,68000.0,38246.7634344,3.93758723084e-10,-3.93758723084e-10,1.69549342012e-22,0.663225220612,53721.2428696,1.20680978428,1.53083241845e-10,8145.96604389
88,friction_angle,24.2105263158,68000.0,40721.9652594,4.06563444286e-10,-4.06563444286e-10,1.74744348192e-22,0.641643188758,51973.0982894,1.20657530085,1.53046146613e-10,8144.38328074
89,friction_angle,25.5263157895,68000.0,43248.8269152,4.19635412274e-10,-4.19635412274e-10,1.70746228993e-22,0.620969195515,50298.5048367,1.20633048346,1.53008268933e-10,8142.73076338
90,friction_angle,26.8421052632,68000.0,45831.7353609,4.32997321676e-10,-4.32997321676e-10,1.74114608618e-22,0.601126606411,48691.2551193,1.20607522091,1.52969542511e-10,8141.00774114
91,friction_angle,28.1578947368,68000.0,48475.3954459,4.46673511634e-10,-4.46673511634e-10,1.72882135506e-22,0.582046518974,47145.7680369,1.20580931262,1.52929896216e-10,8139.21286015
92,friction_angle,29.4736842105,68000.0,51184.8674218,4.60690159855e-10,-4.60690159855e-10,1.74419925217e-22,0.563666778705,45657.0090751,1.20553247163,1.52889253506e-10,8137.34418347
93,friction_angle,30.7894736842,68000.0,53965.6092554,4.75075501509e-10,-4.75075501509e-10,1.75502849792e-22,0.545931139747,44220.4223195,1.20524432572,1.52847531783e-10,8135.3991986
94,friction_angle,32.1052631579,68000.0,56823.524522,4.89860076988e-10,-4.89860076988e-10,1.73818675404e-22,0.528788545877,42831.872216,1.20494441685,1.52804641663e-10,8133.37481375
95,friction_angle,33.4210526316,68000.0,59765.016802,5.05077013314e-10,-5.05077013314e-10,1.73061682827e-22,0.512192512023,41487.5934739,1.20463219898,1.52760486145e-10,8131.26734311
96,friction_angle,34.7368421053,68000.0,62797.0516773,5.20762344854e-10,-5.20762344854e-10,8.43014842182e-23,0.496100590154,40184.1478025,1.20430703427,1.52714959665e-10,8129.07248132
97,friction_angle,36.0526315789,68000.0,65927.2276383,5.36955380141e-10,-5.36955380141e-10,8.25340776506e-23,0.480473906247,38918.386406,1.20396818768,1.5266794701e-10,8126.78526685
98,friction_angle,37.3684210526,68000.0,69163.8574724,5.53699122911e-10,-5.53699122911e-10,8.54076612718e-23,0.465276757393,37687.4173488,1.20361481979,1.52619322075e-10,8124.4000336
99,friction_angle,38.6842105263,68000.0,72516.0620264,5.71040757154e-10,-5.71040757154e-10,8.64321493713e-23,0.450476259943,36488.5770554,1.20324597776,1.52568946429e-10,8121.91034985
100,friction_angle,40.0,68000.0,75993.8786328,5.89032208028e-10,-5.89032208028e-10,7.81581429651e-23,0.436042041157,35319.4053337,1.20286058413,1.5251666765e-10,8119.30894291
101,geothermal_heat_flux,0.02,68000.0,56591.9039003,3.58061552223e-10,-3.58061552223e-10,1.71004014744e-22,0.731540987367,59254.8199767,1.20742914033,1.53186614273e-10,8150.1466972
102,geothermal_heat_flux,0.0242105263158,68000.0,56591.9039003,3.71808952675e-10,-3.71808952675e-10,1.73904416339e-22,0.703678766132,56997.9800567,1.20719734654,1.53146811681e-10,8148.58208911
103,geothermal_heat_flux,0.0284210526316,68000.0,56591.9039003,3.85556353128e-10,-3.85556353128e-10,1.73595219004e-22,0.67780327461,54902.0652434,1.20695689129,1.53106999887e-10,8146.95901617
104,geothermal_heat_flux,0.0326315789474,68000.0,56591.9039003,3.9930375358e-10,-3.9930375358e-10,1.74204898849e-22,0.65370931285,52950.4543409,1.20670893309,1.53067178892e-10,8145.28529833
105,geothermal_heat_flux,0.0368421052632,68000.0,56591.9039003,4.13051154033e-10,-4.13051154033e-10,1.70215344263e-22,0.631218999227,51128.7389374,1.2064544413,1.53027348694e-10,8143.56747878
106,geothermal_heat_flux,0.0410526315789,68000.0,56591.9039003,4.26798554485e-10,-4.26798554485e-10,1.67600316588e-22,0.610177370746,49424.3670304,1.20619423205,1.52987509294e-10,8141.81106633
107,geothermal_heat_flux,0.0452631578947,68000.0,56591.9039003,4.40545954938e-10,-4.40545954938e-10,1.71432634045e-22,0.590448807125,47826.3533771,1.2059289964,1.5294766069e-10,8140.02072568
108,geothermal_heat_flux,0.0494736842105,68000.0,56591.9039003,4.5429335539e-10,-4.5429335539e-10,1.73426776414e-22,0.571914104137,46325.0424351,1.20565932269,1.52907802884e-10,8138.20042817
